Numeric ID	Editor ID	Constructible Object: Base Return Curve	Constructible Object: Exclude From Workshop LOD	Constructible Object: Filter Not Required To Learn	Constructible Object: Learn Chance	Constructible Object: Learn Method	Constructible Object: Max Workshop Count	Constructible Object: Recipe Filters	Constructible Object: Repair Recipe	Constructible Object: Value	Constructible Object: Workbench Keyword	Description: Description <<TESDescription_Component>>	Form: Child Can Use	Form: Created Item	Form: Has Currents	Form: NavMesh Import Collision	Form: Num Created Items	Form: On Local Map	Form: Playable	Form: Sorting Priority	Form: Tier	Form: Used As Platform	Full Name: Full Name <<TESFullName_Component>>	Requirements: Required Items	Requirements: Required Perks	Requirements: Workbench Keyword	Required Items List
(002AA561)	co_ammo_777mm	None	false	false	None	Default	None			0	WorkbenchIndustrialKeyword		false	Ammo777mm	false	Collision Geometry	11	true	true	0.0000	Tier 0	false		ResInorgCommonAluminum::{2, <None>}, ResInorgCommonLead::{2, <None>}, ResOrgExoticSolvent::{2, <None>}, ResSmallPrimer::{1, <None>}		WorkbenchIndustrialKeyword	ResInorgCommonAluminum::2, ResInorgCommonLead::2, ResOrgExoticSolvent::2, ResSmallPrimer::1
(002AA56F)	co_ammo_9x39mm	None	false	false	None	Default	None			0	WorkbenchIndustrialKeyword		false	Ammo9x39mm	false	Collision Geometry	20	true	true	0.0000	Tier 0	false		ResInorgCommonCopper::{3, <None>}, ResInorgCommonLead::{3, <None>}, ResInorgCommonUranium::{3, <None>}, ResLargePrimer::{1, <None>}		WorkbenchIndustrialKeyword	ResInorgCommonCopper::3, ResInorgCommonLead::3, ResInorgCommonUranium::3, ResLargePrimer::1
(002AA570)	co_ammo_CaselessShotgunShell	None	false	false	None	Default	None			0	WorkbenchIndustrialKeyword		false	AmmoShotshell	false	Collision Geometry	10	true	true	0.0000	Tier 0	false		ResInorgCommonLead::{3, <None>}, ResInorgCommonIron::{2, <None>}, ResInorgUncommonTungsten::{2, <None>}, ResSmallPrimer::{1, <None>}		WorkbenchIndustrialKeyword	ResInorgCommonLead::3, ResInorgCommonIron::2, ResInorgUncommonTungsten::2, ResSmallPrimer::1
(002AA569)	co_ammo_Laser	None	false	false	None	Default	None			0	WorkbenchIndustrialKeyword		false	AmmoLaser	false	Collision Geometry	11	true	true	0.0000	Tier 0	false		ResMfg_Tier01_ZeroWire::{1, <None>}, ResInorgCommonAluminum::{3, <None>}, ResInorgExoticNeon_G::{2, <None>}, ResLaserPrimer::{1, <None>}		WorkbenchIndustrialKeyword	ResMfg_Tier01_ZeroWire::1, ResInorgCommonAluminum::3, ResInorgExoticNeon_G::2, ResLaserPrimer::1
(002AA568)	co_ammo_LaserSmall	None	false	false	None	Default	None			0	WorkbenchIndustrialKeyword		false	AmmoLaserSmall	false	Collision Geometry	18	true	true	0.0000	Tier 0	false		ResMfg_Tier01_ZeroWire::{1, <None>}, ResInorgCommonAluminum::{3, <None>}, ResInorgExoticNeon_G::{2, <None>}, ResLaserPrimer::{1, <None>}		WorkbenchIndustrialKeyword	ResMfg_Tier01_ZeroWire::1, ResInorgCommonAluminum::3, ResInorgExoticNeon_G::2, ResLaserPrimer::1
(002AA560)	co_ammo_MIArray43	None	false	false	None	Default	None			0	WorkbenchIndustrialKeyword		false	AmmoMIArray43	false	Collision Geometry	12	true	true	0.0000	Tier 0	false		ResMfg_Tier01_IsocenteredMagnet::{1, <None>}, ResInorgUncommonTungsten::{3, <None>}, ResInorgUncommonCobalt::{2, <None>}, ResMagneticPrimer::{1, <None>}		WorkbenchIndustrialKeyword	ResMfg_Tier01_IsocenteredMagnet::1, ResInorgUncommonTungsten::3, ResInorgUncommonCobalt::2, ResMagneticPrimer::1
(002AA566)	co_ammo_MIArray50	None	false	false	None	Default	None			0	WorkbenchIndustrialKeyword		false	AmmoMIArray50	false	Collision Geometry	40	true	true	0.0000	Tier 0	false		ResMfg_Tier01_IsocenteredMagnet::{1, <None>}, ResInorgUncommonTungsten::{3, <None>}, ResInorgUncommonCobalt::{2, <None>}, ResMagneticPrimer::{1, <None>}		WorkbenchIndustrialKeyword	ResMfg_Tier01_IsocenteredMagnet::1, ResInorgUncommonTungsten::3, ResInorgUncommonCobalt::2, ResMagneticPrimer::1
(002AA567)	co_ammo_MIArray65	None	false	false	None	Default	None			0	WorkbenchIndustrialKeyword		false	AmmoMIArray65	false	Collision Geometry	12	true	true	0.0000	Tier 0	false		ResMfg_Tier01_IsocenteredMagnet::{1, <None>}, ResInorgUncommonTungsten::{3, <None>}, ResInorgUncommonCobalt::{2, <None>}, ResMagneticPrimer::{1, <None>}		WorkbenchIndustrialKeyword	ResMfg_Tier01_IsocenteredMagnet::1, ResInorgUncommonTungsten::3, ResInorgUncommonCobalt::2, ResMagneticPrimer::1
(002AA56A)	co_ammo_ParticleFuseHeavy	None	false	false	None	Default	None			0	WorkbenchIndustrialKeyword		false	AmmoParticleFuseHeavy	false	Collision Geometry	16	true	true	0.0000	Tier 0	false		ResMfg_Tier01_ZeroWire::{1, <None>}, ResInorgCommonHelium3_G::{3, <None>}, ResInorgRareGold::{3, <None>}, ResLaserPrimer::{1, <None>}		WorkbenchIndustrialKeyword	ResMfg_Tier01_ZeroWire::1, ResInorgCommonHelium3_G::3, ResInorgRareGold::3, ResLaserPrimer::1
(002AA56B)	co_ammo_ParticleFuseLight	None	false	false	None	Default	None			0	WorkbenchIndustrialKeyword		false	AmmoParticleFuseLight	false	Collision Geometry	16	true	true	0.0000	Tier 0	false		ResMfg_Tier01_ZeroWire::{1, <None>}, ResInorgCommonHelium3_G::{3, <None>}, ResInorgRareGold::{3, <None>}, ResLaserPrimer::{1, <None>}		WorkbenchIndustrialKeyword	ResMfg_Tier01_ZeroWire::1, ResInorgCommonHelium3_G::3, ResInorgRareGold::3, ResLaserPrimer::1
(002BBFAB)	co_ammo_Rivet	None	false	false	None	Default	None			0	WorkbenchIndustrialKeyword		false	AmmoRivet	false	Collision Geometry	6	true	true	0.0000	Tier 0	false		ResInorgCommonIron::{3, <None>}, ResInorgRareTitanium::{2, <None>}, ResInorgRareVanadium::{2, <None>}, ResLargePrimer::{1, <None>}		WorkbenchIndustrialKeyword	ResInorgCommonIron::3, ResInorgRareTitanium::2, ResInorgRareVanadium::2, ResLargePrimer::1
(002BC03E)	co_ammo_ShotshellCLL	None	false	false	None	Default	None			0	WorkbenchIndustrialKeyword		false	AmmoShotshellCLL	false	Collision Geometry	12	true	true	0.0000	Tier 0	false		ResInorgCommonCopper::{3, <None>}, ResInorgCommonLead::{3, <None>}, ResInorgUncommonTungsten::{2, <None>}, ResLargePrimer::{1, <None>}		WorkbenchIndustrialKeyword	ResInorgCommonCopper::3, ResInorgCommonLead::3, ResInorgUncommonTungsten::2, ResLargePrimer::1
(0017B7B8)	co_CF05_Comspike_ShipModule	None	false	false	None	Default	None	Recipe Filters[0]::Category_ShipMod_Equipment [id:0x0029c477]		0	WorkbenchShipBuildingKeyword	Time to lock onto enemy ships is reduced by 25%, and weapons cost 20% less to use in Targeting Mode.	false	CF05_Comspike_ShipModule_NoCost	false	Collision Geometry	1	true	true	2.0000	Tier 0	false				WorkbenchShipBuildingKeyword	
(001080C0)	co_CF05_Comspike_ShipModule_CreditCost	None	false	false	None	Default	None	Recipe Filters[0]::Category_ShipMod_Equipment [id:0x0029c477]		3550	WorkbenchShipBuildingKeyword	Time to lock onto enemy ships is reduced by 25%, and weapons cost 20% less to use in Targeting Mode.	false	CF05_Comspike_ShipModule	false	Collision Geometry	1	true	true	2.0000	Tier 0	false				WorkbenchShipBuildingKeyword	
(0017B7B9)	co_CF06_ConductionGrid_ShipModule	None	false	false	None	Default	None	Recipe Filters[0]::Category_ShipMod_Equipment [id:0x0029c477]		0	WorkbenchShipBuildingKeyword	Reduces EM damage by 50%, and increases shield regeneration by 25%.	false	CF06_ConductionGrid_ShipModule_NoCost	false	Collision Geometry	1	true	true	2.0000	Tier 0	false				WorkbenchShipBuildingKeyword	
(001080BF)	co_CF06_ConductionGrid_ShipModule_CreditCost	None	false	false	None	Default	None	Recipe Filters[0]::Category_ShipMod_Equipment [id:0x0029c477]		5500	WorkbenchShipBuildingKeyword	Reduces EM damage by 50%, and increases shield regeneration by 25%.	false	CF06_ConductionGrid_ShipModule	false	Collision Geometry	1	true	true	2.0000	Tier 0	false				WorkbenchShipBuildingKeyword	
(00380C4F)	co_Chem_affl_Antibiotics_01	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	Tried and true medicine, used to treat infection afflictions.	false	Aid_Affl_Antibiotics_01	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResOrgUncommonAntimicrobial::{1, <None>}, ResOrgUncommonMembrane::{1, <None>}		WorkbenchChemlabRecipeKeyword	ResOrgUncommonAntimicrobial::1, ResOrgUncommonMembrane::1
(000C18ED)	co_Chem_affl_Bandage_01	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	Wrappings for cuts and wounds. Used for treating afflictions.	false	Aid_Affl_Bandages_01	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResOrgCommonFiber::{1, <None>}, ResOrgCommonSealant::{1, <None>}		WorkbenchChemlabRecipeKeyword	ResOrgCommonFiber::1, ResOrgCommonSealant::1
(00380C4E)	co_Chem_affl_HealPaste_01	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	A medicated cream used to treat burns and frostbite.	false	Aid_Affl_HealPaste_01	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResOrgUncommonMembrane::{1, <None>}, ResOrgRareAnalgesic::{1, <None>}		WorkbenchChemlabRecipeKeyword	ResOrgUncommonMembrane::1, ResOrgRareAnalgesic::1
(000C18EE)	co_Chem_affl_Immobilizer_01	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	Designed to provide rigid support to injured limbs. Used to treat afflictions.	false	Aid_Affl_Immobilizer_01	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResOrgCommonSealant::{1, <None>}, ResOrgCommonStructural::{1, <None>}		WorkbenchChemlabRecipeKeyword	ResOrgCommonSealant::1, ResOrgCommonStructural::1
(00380C50)	co_Chem_affl_Injector_01	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	Used to administer medication that treats afflictions.	false	Aid_Affl_Injector_01	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResOrgCommonMetabolicAgent::{1, <None>}, ResOrgUncommonMembrane::{1, <None>}		WorkbenchChemlabRecipeKeyword	ResOrgCommonMetabolicAgent::1, ResOrgUncommonMembrane::1
(000C18EF)	co_Chem_affl_multi_AnalgesicPoultice	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	Combines the effects of antibiotics, heal paste, and bandages. Used for treating afflictions.	false	Aid_Affl_Multi_AnalgesicPoultice	false	Collision Geometry	2	true	true	0.0000	Tier 0	false		Aid_Affl_Antibiotics_01::{1, <None>}, Aid_Affl_HealPaste_01::{1, <None>}, Aid_Affl_Bandages_01::{1, <None>}		WorkbenchChemlabRecipeKeyword	Aid_Affl_Antibiotics_01::1, Aid_Affl_HealPaste_01::1, Aid_Affl_Bandages_01::1
(000C18F1)	co_Chem_affl_multi_AntibioticInjector	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	Combines the effects of antibiotics and injectors into one package.	false	Aid_Affl_Multi_AntibioticInjector	false	Collision Geometry	2	true	true	0.0000	Tier 0	false		Aid_Affl_Antibiotics_01::{1, <None>}, Aid_Affl_Injector_01::{1, <None>}, ResOrgRareAnalgesic::{2, <None>}		WorkbenchChemlabRecipeKeyword	Aid_Affl_Antibiotics_01::1, Aid_Affl_Injector_01::1, ResOrgRareAnalgesic::2
(000C18F0)	co_Chem_affl_multi_AntibioticPaste	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	Combines the effects of antibiotics and heal paste. Used for treating afflictions.	false	Aid_Affl_Multi_AntibioticPaste	false	Collision Geometry	2	true	true	0.0000	Tier 0	false		Aid_Affl_Antibiotics_01::{1, <None>}, Aid_Affl_HealPaste_01::{1, <None>}, ResInorgRareCarboxylicAcids_L::{2, <None>}		WorkbenchChemlabRecipeKeyword	Aid_Affl_Antibiotics_01::1, Aid_Affl_HealPaste_01::1, ResInorgRareCarboxylicAcids_L::2
(000C18F2)	co_Chem_affl_multi_InfusedBandages	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	Bandages saturated with heal paste. Used for treating afflictions.	false	Aid_Affl_Multi_InfusedBandages	false	Collision Geometry	2	true	true	0.0000	Tier 0	false		Aid_Affl_HealPaste_01::{1, <None>}, Aid_Affl_Bandages_01::{1, <None>}, ResOrgRareSedative::{2, <None>}		WorkbenchChemlabRecipeKeyword	Aid_Affl_HealPaste_01::1, Aid_Affl_Bandages_01::1, ResOrgRareSedative::2
(000C18F3)	co_Chem_affl_multi_RepairingImmobilizer	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	Combines bandages and an immobilizer to treat afflictions.	false	Aid_Affl_Multi_RepairingImmobilizer	false	Collision Geometry	2	true	true	0.0000	Tier 0	false		Aid_Affl_Bandages_01::{1, <None>}, Aid_Affl_Immobilizer_01::{1, <None>}, ResOrgExoticBiosuppressant::{2, <None>}		WorkbenchChemlabRecipeKeyword	Aid_Affl_Bandages_01::1, Aid_Affl_Immobilizer_01::1, ResOrgExoticBiosuppressant::2
(0029CACE)	co_Chem_Amp	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	A steroid-based performance enhancer designed to temporarily boost leg strength.	false	Chem_Craft_Amp	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgCommonArgon_G::{2, <None>}, ResOrgCommonToxin::{1, <None>}, ResOrgCommonMetabolicAgent::{1, <None>}		WorkbenchChemlabRecipeKeyword	ResInorgCommonArgon_G::2, ResOrgCommonToxin::1, ResOrgCommonMetabolicAgent::1
(00238227)	co_Chem_Aurora	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	A powerful and addictive hallucinogen derived from Volii Alpha's local Chasmbass population. Legal only in the city of Neon.	false	Chem_Aurora	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResGastroChasmbassOil::{1, <None>}, ResInorgUncommonBenzene_G::{1, <None>}, ResOrgExoticStimulant::{1, <None>}, ResOrgRareHallucinogen::{2, <None>}		WorkbenchChemlabRecipeKeyword	ResGastroChasmbassOil::1, ResInorgUncommonBenzene_G::1, ResOrgExoticStimulant::1, ResOrgRareHallucinogen::2
(002B0B73)	co_Chem_Boudicca	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	Grants increased resistance to damage and fortifies oxygen.	false	Aid_Craft_Boudicca	false	Collision Geometry	2	true	true	0.0000	Tier 0	false		ResOrgRareAnalgesic::{2, <None>}, Aid_Craft_PenicillinX::{1, <None>}, Chem_BattleStim::{1, <None>}		WorkbenchChemlabRecipeKeyword	ResOrgRareAnalgesic::2, Aid_Craft_PenicillinX::1, Chem_BattleStim::1
(002ACD5C)	co_Chem_Frostwolf	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	A cocktail of the combat enhancer Whiteout and the military performance chem Reconstim.	false	Chem_Craft_Frostwolf	false	Collision Geometry	2	true	true	0.0000	Tier 0	false		Chem_Craft_Whiteout::{1, <None>}, Chem_ReconStim::{1, <None>}, ResInorgRareTetrafluorides_G::{1, <None>}		WorkbenchChemlabRecipeKeyword	Chem_Craft_Whiteout::1, Chem_ReconStim::1, ResInorgRareTetrafluorides_G::1
(00122EA2)	co_Chem_IS_BlackHoleHeart	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	A strange, homemade chem concoction. Users may experience a [QUOTE]slow motion[QUOTE]-like sensation.	false	Chem_Craft_BlackHoleHeart	false	Collision Geometry	2	true	true	0.0000	Tier 0	false		ResLegendaryCatalyst::{1, <None>}, ResInorgUniqueCaelumite::{1, <None>}, ResOrgExoticSolvent::{3, <None>}, ResInorgRareTetrafluorides_G::{3, <None>}		WorkbenchChemlabRecipeKeyword	ResLegendaryCatalyst::1, ResInorgUniqueCaelumite::1, ResOrgExoticSolvent::3, ResInorgRareTetrafluorides_G::3
(00122EB4)	co_Chem_IS_DwarfHeart	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	A strange, homemade chem concoction known for its energizing properties.	false	Chem_Craft_DwarfHeart	false	Collision Geometry	2	true	true	0.0000	Tier 0	false		ResLegendaryCatalyst::{1, <None>}, ResInorgUniqueCaelumite::{1, <None>}, ResInorgRareMercury_L::{3, <None>}, ResInorgRareCarboxylicAcids_L::{3, <None>}		WorkbenchChemlabRecipeKeyword	ResLegendaryCatalyst::1, ResInorgUniqueCaelumite::1, ResInorgRareMercury_L::3, ResInorgRareCarboxylicAcids_L::3
(00122EA4)	co_Chem_IS_GiantHeart	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	A strange, homemade chem concoction that energizes and improves pain tolerance.	false	Chem_Craft_GiantHeart	false	Collision Geometry	2	true	true	0.0000	Tier 0	false		ResLegendaryCatalyst::{1, <None>}, Chem_Craft_DwarfHeart::{1, <None>}, ResInorgUniqueCaelumite::{1, <None>}, ResOrgExoticHypercatalyst::{3, <None>}		WorkbenchChemlabRecipeKeyword	ResLegendaryCatalyst::1, Chem_Craft_DwarfHeart::1, ResInorgUniqueCaelumite::1, ResOrgExoticHypercatalyst::3
(00122E9B)	co_Chem_IS_HypergiantHeart	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	A strange, homemade chem concoction that energizes and improves pain tolerance.	false	Chem_Craft_HyperGiantHeart	false	Collision Geometry	2	true	true	0.0000	Tier 0	false		ResLegendaryCatalyst::{1, <None>}, Chem_Craft_SubgiantHeart::{1, <None>}, ResInorgUniqueCaelumite::{1, <None>}, ResOrgExoticStimulant::{3, <None>}		WorkbenchChemlabRecipeKeyword	ResLegendaryCatalyst::1, Chem_Craft_SubgiantHeart::1, ResInorgUniqueCaelumite::1, ResOrgExoticStimulant::3
(00122EA1)	co_Chem_IS_SubgiantHeart	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	A strange, homemade chem concoction known for its energizing properties.	false	Chem_Craft_SubgiantHeart	false	Collision Geometry	2	true	true	0.0000	Tier 0	false		ResLegendaryCatalyst::{1, <None>}, Chem_Craft_BlackHoleHeart::{1, <None>}, ResInorgUniqueCaelumite::{1, <None>}, ResOrgExoticSolvent::{3, <None>}		WorkbenchChemlabRecipeKeyword	ResLegendaryCatalyst::1, Chem_Craft_BlackHoleHeart::1, ResInorgUniqueCaelumite::1, ResOrgExoticSolvent::3
(00122E9A)	co_Chem_IS_SupermassiveHeart	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	A strange, homemade chem concoction. Users may experience a [QUOTE]slow motion[QUOTE]-like sensation coupled with intense rage.	false	Chem_Craft_SuperMassiveHeart	false	Collision Geometry	2	true	true	0.0000	Tier 0	false		ResLegendaryCatalyst::{1, <None>}, Chem_Craft_GiantHeart::{1, <None>}, ResInorgUniqueCaelumite::{1, <None>}, ResOrgUniqueNeurologic::{2, <None>}		WorkbenchChemlabRecipeKeyword	ResLegendaryCatalyst::1, Chem_Craft_GiantHeart::1, ResInorgUniqueCaelumite::1, ResOrgUniqueNeurologic::2
(002EDF2E)	co_Chem_JunkFlush	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	Purges the body of addictions.	false	Aid_Craft_JunkFlush	false	Collision Geometry	2	true	true	0.0000	Tier 0	false		Aid_TraumaPack::{1, <None>}, ResOrgUniqueImmunostimulant::{1, <None>}, ResOrgCommonToxin::{2, <None>}		WorkbenchChemlabRecipeKeyword	Aid_TraumaPack::1, ResOrgUniqueImmunostimulant::1, ResOrgCommonToxin::2
(001F3E82)	co_Chem_Magz1_BattleUp	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	A popular cocktail of the chems Infantry Alpha and BattleStim, improving pain tolerance and aiming precision.	false	Chem_Craft_Magz_BattleUp	false	Collision Geometry	2	true	true	0.0000	Tier 0	false		Chem_InfantryAlpha::{1, <None>}, Chem_BattleStim::{1, <None>}, ResOrgCommonMetabolicAgent::{1, <None>}		WorkbenchChemlabRecipeKeyword	Chem_InfantryAlpha::1, Chem_BattleStim::1, ResOrgCommonMetabolicAgent::1
(001F3E7F)	co_Chem_Magz2_STEVE	None	false	false	None	Default	None	Recipe Filters[0]::RecipeChem [id:0x0010215a]		0	WorkbenchChemlabRecipeKeyword	A cocktail made from Aurora and the chem Panopticon. Dilates perception of time and improves hand-eye coordination.	false	Chem_Craft_Magz_STEVE	false	Collision Geometry	2	true	true	0.0000	Tier 0	false		Chem_Craft_Panopticon::{1, <None>}, Chem_Aurora::{1, <None>}, ResInorgCommonUranium::{1, <None>}		WorkbenchChemlabRecipeKeyword	Chem_Craft_Panopticon::1, Chem_Aurora::1, ResInorgCommonUranium::1
